Profile Name,Title Desc,Selection Type,Choice Segment Id,Has Watched,Source,Utc Timestamp
Фйж,"Minecraft: Story Mode: Season 1: ""Assembly Required""",countdown_interrupted,"Hello, Boom Town!",false,tvui,2018-12-06 17:01:12
Фйж,"Minecraft: Story Mode: Season 1: ""Assembly Required""",countdown_interrupted,You’re going down.,false,tvui,2018-12-06 16:58:02
Фйж,"Minecraft: Story Mode: Season 1: ""Assembly Required""",countdown_interrupted,Pink wool,false,tvui,2018-12-06 16:55:40
Фйж,"Minecraft: Story Mode: Season 1: ""Assembly Required""",countdown_interrupted,What about the plan?,false,tvui,2018-12-06 16:54:17
Фйж,"Minecraft: Story Mode: Season 1: ""Assembly Required""",countdown_interrupted,Stone,false,tvui,2018-12-06 16:51:52
Фйж,"Minecraft: Story Mode: Season 1: ""Assembly Required""",countdown_interrupted,How could I beat you?,false,tvui,2018-12-06 16:49:21
Фйж,"Minecraft: Story Mode: Season 1: ""Assembly Required""",countdown_interrupted,It’s the truth.,false,tvui,2018-12-06 16:47:51
Фйж,"Minecraft: Story Mode: Season 1: ""Assembly Required""",countdown_interrupted,We need your help.,false,tvui,2018-12-06 16:46:16
Фйж,"Minecraft: Story Mode: Season 1: ""Assembly Required""",countdown_interrupted,Give amulet,false,tvui,2018-12-06 16:44:23
Фйж,"Minecraft: Story Mode: Season 1: ""Assembly Required""",countdown_interrupted,Chase Griefer,false,tvui,2018-12-04 16:43:41
Фйж,"Minecraft: Story Mode: Season 1: ""Assembly Required""",countdown_interrupted,I know what this means.,false,tvui,2018-12-04 16:41:47
Фйж,"Minecraft: Story Mode: Season 1: ""Assembly Required""",countdown_interrupted,Use sword,false,tvui,2018-12-02 08:38:04
Фйж,"Minecraft: Story Mode: Season 1: ""Assembly Required""",countdown_interrupted,Use bow,false,tvui,2018-12-02 08:36:09
Фйж,"Minecraft: Story Mode: Season 1: ""The Order of the Stone""",countdown_interrupted,Magnus,false,tvui,2018-12-02 08:33:00
Фйж,"Minecraft: Story Mode: Season 1: ""The Order of the Stone""",countdown_interrupted,Levers,false,tvui,2018-12-02 08:30:54
Фйж,"Minecraft: Story Mode: Season 1: ""The Order of the Stone""",countdown_interrupted,Pedestal,false,tvui,2018-12-02 08:30:27
Фйж,"Minecraft: Story Mode: Season 1: ""The Order of the Stone""",countdown_interrupted,Axel,false,tvui,2018-12-02 08:30:04
Фйж,"Minecraft: Story Mode: Season 1: ""The Order of the Stone""",countdown_interrupted,Lukas,false,tvui,2018-12-02 08:29:31
Фйж,"Minecraft: Story Mode: Season 1: ""The Order of the Stone""",countdown_interrupted,Olivia,false,tvui,2018-12-02 08:28:53
Фйж,"Minecraft: Story Mode: Season 1: ""The Order of the Stone""",countdown_complete,Ivor isn’t a hero.,false,tvui,2018-11-30 18:19:56
Фйж,"Minecraft: Story Mode: Season 1: ""The Order of the Stone""",countdown_interrupted,Craft Bow,false,tvui,2018-11-30 18:18:08
Фйж,"Minecraft: Story Mode: Season 1: ""The Order of the Stone""",countdown_interrupted,Stay here.,false,tvui,2018-11-30 18:14:17
Фйж,"Minecraft: Story Mode: Season 1: ""The Order of the Stone""",countdown_interrupted,Give cookie,false,tvui,2018-11-30 18:12:03
Фйж,"Minecraft: Story Mode: Season 1: ""The Order of the Stone""",countdown_interrupted,A dirt hut.,false,tvui,2018-11-30 18:10:39
Фйж,"Minecraft: Story Mode: Season 1: ""The Order of the Stone""",countdown_interrupted,I’ll go first.,false,tvui,2018-11-30 18:08:26
Фйж,"Minecraft: Story Mode: Season 1: ""The Order of the Stone""",countdown_interrupted,It was fine.,false,tvui,2018-11-30 18:07:01
Фйж,"Minecraft: Story Mode: Season 1: ""The Order of the Stone""",countdown_complete,Hold on tight,false,tvui,2018-11-30 18:04:12
Фйж,"Minecraft: Story Mode: Season 1: ""The Order of the Stone""",countdown_interrupted,Petra will make it.,false,tvui,2018-11-30 18:02:20
Фйж,"Minecraft: Story Mode: Season 1: ""The Order of the Stone""",countdown_interrupted,Save Gabriel,false,tvui,2018-11-30 17:59:55
Фйж,"Minecraft: Story Mode: Season 1: ""The Order of the Stone""",countdown_interrupted,Where are they?,false,tvui,2018-11-30 17:58:54
Фйж,"Minecraft: Story Mode: Season 1: ""The Order of the Stone""",countdown_interrupted,,false,tvui,2018-11-30 17:55:17
Фйж,"Minecraft: Story Mode: Season 1: ""The Order of the Stone""",countdown_interrupted,What are you doing?,false,tvui,2018-11-30 17:52:59
Фйж,"Minecraft: Story Mode: Season 1: ""The Order of the Stone""",countdown_interrupted,Somebody stop him!,false,tvui,2018-11-30 17:51:19
Фйж,"Minecraft: Story Mode: Season 1: ""The Order of the Stone""",countdown_interrupted,Let’s talk to Gabriel.,false,tvui,2018-11-30 17:49:16
Фйж,"Minecraft: Story Mode: Season 1: ""The Order of the Stone""",countdown_interrupted,Stay quiet,false,tvui,2018-11-30 17:46:40
Фйж,"Minecraft: Story Mode: Season 1: ""The Order of the Stone""",countdown_interrupted,It’s all yours.,false,tvui,2018-11-30 17:43:51
Фйж,"Minecraft: Story Mode: Season 1: ""The Order of the Stone""",countdown_interrupted,We get payback.,false,tvui,2018-11-30 17:41:56
Фйж,"Minecraft: Story Mode: Season 1: ""The Order of the Stone""",countdown_interrupted,Lukas,false,tvui,2018-11-30 17:40:09
Фйж,"Minecraft: Story Mode: Season 1: ""The Order of the Stone""",countdown_interrupted,Crafting Table,false,tvui,2018-11-30 17:39:54
Фйж,"Minecraft: Story Mode: Season 1: ""The Order of the Stone""",countdown_interrupted,Slime,false,tvui,2018-11-30 17:38:58
Фйж,"Minecraft: Story Mode: Season 1: ""The Order of the Stone""",countdown_interrupted,Offer to trade sword,false,tvui,2018-11-30 17:36:52
Фйж,"Minecraft: Story Mode: Season 1: ""The Order of the Stone""",countdown_interrupted,Your machine was cool.,false,tvui,2018-11-30 17:33:54
Фйж,"Minecraft: Story Mode: Season 1: ""The Order of the Stone""",countdown_interrupted,I’m cool if he is.,false,tvui,2018-11-30 17:32:09
Фйж,"Minecraft: Story Mode: Season 1: ""The Order of the Stone""",countdown_interrupted,I’m Jesse.,false,tvui,2018-11-30 17:30:52
Фйж,"Minecraft: Story Mode: Season 1: ""The Order of the Stone""",countdown_interrupted,Party time!,false,tvui,2018-11-30 17:29:29
Фйж,"Minecraft: Story Mode: Season 1: ""The Order of the Stone""",countdown_interrupted,Jump,false,tvui,2018-11-30 17:27:03
Фйж,"Minecraft: Story Mode: Season 1: ""The Order of the Stone""",countdown_interrupted,Craft Sword,false,tvui,2018-11-30 17:25:22
Фйж,"Minecraft: Story Mode: Season 1: ""The Order of the Stone""",countdown_interrupted,I’m all in.,false,tvui,2018-11-30 17:24:28
Фйж,"Minecraft: Story Mode: Season 1: ""The Order of the Stone""",countdown_interrupted,Craft Lever,false,tvui,2018-11-30 17:22:12
Фйж,"Minecraft: Story Mode: Season 1: ""The Order of the Stone""",countdown_interrupted,What’s in it for me?,false,tvui,2018-11-30 17:21:16
Фйж,"Minecraft: Story Mode: Season 1: ""The Order of the Stone""",countdown_interrupted,"Run, I’ll distract them.",false,tvui,2018-11-30 17:19:05
Фйж,"Minecraft: Story Mode: Season 1: ""The Order of the Stone""",countdown_interrupted,Tall Grass,true,tvui,2018-11-30 17:17:31
Фйж,"Minecraft: Story Mode: Season 1: ""The Order of the Stone""",countdown_interrupted,Smoke Trail,true,tvui,2018-11-30 17:17:05
Фйж,"Minecraft: Story Mode: Season 1: ""The Order of the Stone""",countdown_interrupted,Pigs,true,tvui,2018-11-30 17:16:45
Фйж,"Minecraft: Story Mode: Season 1: ""The Order of the Stone""",countdown_interrupted,The Well,true,tvui,2018-11-30 17:16:31
Фйж,"Minecraft: Story Mode: Season 1: ""The Order of the Stone""",countdown_interrupted,Bush,true,tvui,2018-11-30 17:16:11
Фйж,"Minecraft: Story Mode: Season 1: ""The Order of the Stone""",countdown_interrupted,Smoke Trail,true,tvui,2018-11-30 17:15:12
Фйж,"Minecraft: Story Mode: Season 1: ""The Order of the Stone""",countdown_interrupted,Tall Grass,false,tvui,2018-11-30 17:14:01
Фйж,"Minecraft: Story Mode: Season 1: ""The Order of the Stone""",countdown_interrupted,Bush,false,tvui,2018-11-30 17:13:49
Фйж,"Minecraft: Story Mode: Season 1: ""The Order of the Stone""",countdown_interrupted,Pigs,false,tvui,2018-11-30 17:13:28
Фйж,"Minecraft: Story Mode: Season 1: ""The Order of the Stone""",countdown_interrupted,Smoke Trail,false,tvui,2018-11-30 17:13:00
Фйж,"Minecraft: Story Mode: Season 1: ""The Order of the Stone""",countdown_interrupted,The Well,false,tvui,2018-11-30 17:12:41
Фйж,"Minecraft: Story Mode: Season 1: ""The Order of the Stone""",countdown_complete,Warrior Whip,false,tvui,2018-11-30 16:55:16
Фйж,"Minecraft: Story Mode: Season 1: ""The Order of the Stone""",countdown_complete,May the best team win.,false,tvui,2018-11-30 16:54:22
Фйж,"Minecraft: Story Mode: Season 1: ""The Order of the Stone""",countdown_interrupted,We’re the Dead Enders.,false,tvui,2018-11-30 16:52:17
Фйж,"Minecraft: Story Mode: Season 1: ""The Order of the Stone""",countdown_interrupted,Enderman,true,tvui,2018-11-30 16:49:32
Фйж,"Minecraft: Story Mode: Season 1: ""The Order of the Stone""",countdown_interrupted,Enderman,false,tvui,2018-11-30 16:47:57
Фйж,"Minecraft: Story Mode: Season 1: ""The Order of the Stone""",countdown_complete,Creeper,false,tvui,2018-11-30 16:46:32
Фйж,"Minecraft: Story Mode: Season 1: ""The Order of the Stone""",countdown_complete,No big deal.,false,tvui,2018-11-30 16:43:49
Фйж,"Minecraft: Story Mode: Season 1: ""The Order of the Stone""",countdown_complete,Cool mask.,false,tvui,2018-11-30 16:41:09
Фйж,"Minecraft: Story Mode: Season 1: ""The Order of the Stone""",countdown_complete,Zombie-sized chickens,false,tvui,2018-11-30 16:39:25
Фйж,"Minecraft: Story Mode: Season 1: ""The Order of the Stone""",countdown_interrupted,Male Jesse,false,tvui,2018-11-30 16:36:26
Фйж,Puss in Book: Trapped in an Epic Tale,countdown_complete,Wish for Riches,true,tvui,2018-10-30 18:33:55
Фйж,Puss in Book: Trapped in an Epic Tale,countdown_interrupted,Fight,true,tvui,2018-10-30 18:33:22
Фйж,Puss in Book: Trapped in an Epic Tale,countdown_interrupted,Awkward Kiss,true,tvui,2018-10-30 18:33:07
Фйж,Puss in Book: Trapped in an Epic Tale,countdown_complete,Handshake,false,tvui,2018-10-30 18:32:50
Фйж,Puss in Book: Trapped in an Epic Tale,countdown_interrupted,Handshake,false,tvui,2018-10-30 18:32:33
Фйж,Puss in Book: Trapped in an Epic Tale,countdown_interrupted,Awkward Kiss,true,tvui,2018-10-30 18:32:21
Фйж,Puss in Book: Trapped in an Epic Tale,countdown_interrupted,Pirate Cat,true,tvui,2018-10-30 18:31:28
Фйж,Puss in Book: Trapped in an Epic Tale,countdown_interrupted,Bears are Friends,true,tvui,2018-10-30 18:31:13
Фйж,Puss in Book: Trapped in an Epic Tale,countdown_interrupted,Kiss,false,tvui,2018-10-28 19:15:15
Фйж,Puss in Book: Trapped in an Epic Tale,countdown_interrupted,Awkward Kiss,false,tvui,2018-10-28 19:09:16
Фйж,Puss in Book: Trapped in an Epic Tale,countdown_complete,The Queen,false,tvui,2018-10-28 19:08:06
Фйж,Puss in Book: Trapped in an Epic Tale,countdown_interrupted,Puss Song,false,tvui,2018-10-28 19:06:43
Фйж,Puss in Book: Trapped in an Epic Tale,countdown_interrupted,Flamenco,false,tvui,2018-10-28 19:05:23
Фйж,Puss in Book: Trapped in an Epic Tale,countdown_interrupted,Free the Genie,false,tvui,2018-10-28 19:03:09
Фйж,Puss in Book: Trapped in an Epic Tale,countdown_interrupted,Free Puss,false,tvui,2018-10-28 19:02:34
Фйж,Puss in Book: Trapped in an Epic Tale,countdown_interrupted,Become a Fish,false,tvui,2018-10-28 19:01:26
Фйж,Puss in Book: Trapped in an Epic Tale,countdown_interrupted,Wish for a New Hat,false,tvui,2018-10-28 19:00:46
Фйж,Puss in Book: Trapped in an Epic Tale,countdown_interrupted,Wish for Riches,false,tvui,2018-10-28 19:00:00
Фйж,Puss in Book: Trapped in an Epic Tale,countdown_interrupted,Drink Tea,false,tvui,2018-10-28 18:57:23
Фйж,Puss in Book: Trapped in an Epic Tale,countdown_interrupted,Fight,false,tvui,2018-10-28 18:56:53
Фйж,Puss in Book: Trapped in an Epic Tale,countdown_interrupted,Pirate Cat,false,tvui,2018-10-28 18:55:20
Фйж,Puss in Book: Trapped in an Epic Tale,countdown_interrupted,Bears are Foes,false,tvui,2018-10-28 18:55:01
Фйж,Puss in Book: Trapped in an Epic Tale,countdown_interrupted,Fight a Tree,true,tvui,2018-10-28 18:45:50
Фйж,Puss in Book: Trapped in an Epic Tale,countdown_interrupted,Bears are Friends,false,tvui,2018-10-28 18:37:02
Фйж,Puss in Book: Trapped in an Epic Tale,countdown_complete,Be Goldilocks,false,tvui,2018-10-28 18:36:13
Фйж,Puss in Book: Trapped in an Epic Tale,countdown_interrupted,Visit a Giant,false,tvui,2018-10-28 18:35:57
Фйж,Puss in Book: Trapped in an Epic Tale,countdown_interrupted,Fight a God,false,tvui,2018-10-28 18:34:23
Фйж,Puss in Book: Trapped in an Epic Tale,countdown_interrupted,Fight a Tree,false,tvui,2018-10-28 18:33:51
